Input	ID_Name_1	ID_CAS_Nr_1	ID_EG_Nr	ID_EG_Annex_Nr	Boiling_Point_Minimum_°C	Melting_Point_Minimum_°C	Flash_Point_Minimum_°C	Vapour_Pressure_25°C_mmHg	Density_25°C_Minimum_kg/L	Viscosity_25°C_Minimum_mPa.s
DataType	string	string	string	string	numeric	numeric	numeric	numeric	numeric	numeric
PARIS III	1,3-dimethyl-2-nitro-benzene	81-20-9	NAV	NAV	226	15	87.8	1.90E-01	1.13	2.57
PARIS III	diethyl 2-phenylpropanedioate	83-13-6	NAV	NAV	283.47	16.5	130.48	1.34E-05	1.1	6.03
PARIS III	1,2-dimethyl-3-nitro-benzene	83-41-0	NAV	NAV	240	15	107.8	3.60E-01	1.13	2.45
PARIS III	O1-butyl O2-cyclohexyl benzene-1,2-dicarboxylate	84-64-0	NAV	NAV	352.45	9.73	184.4	4.78E-06	1.1	11.63
PARIS III	diethyl benzene-1,2-dicarboxylate	84-66-2	NAV	NAV	295	-40.5	155.8	2.10E-03	1.12	5.07
PARIS III	dibutyl benzene-1,2-dicarboxylate	84-74-2	NAV	NAV	340	-35	177.4	2.01E-05	1.05	16.48
PARIS III	dihexyl benzene-1,2-dicarboxylate	84-75-3	NAV	NAV	341.8	-58	188.57	1.40E-05	1.01	14.19
PARIS III	dinonyl benzene-1,2-dicarboxylate	84-76-4	NAV	NAV	405.38	-9.04	233.1	6.60E-07	0.97	46.9
PARIS III	O1-butyl O2-(phenylmethyl) benzene-1,2-dicarboxylate	85-68-7	NAV	NAV	370	23.91	198.3	8.25E-06	1.13	21.93
PARIS III	O2-(2-butoxy-2-oxidanylidene-ethyl) O1-butyl benzene-1,2-dicarboxylate	85-70-1	NAV	NAV	352.82	6.23	176.66	1.87E-06	1.12	15.61
PARIS III	methyl 2-(methylamino)benzoate	85-91-6	NAV	NAV	255	19	113.22	5.58E-03	1.13	4.97
PARIS III	2-chloranyl-6-phenyl-phenol	85-97-2	NAV	NAV	308.18	6	132.24	1.77E-04	1.24	115.85
PARIS III	2-methylpropyl 2-oxidanylbenzoate	87-19-4	NAV	NAV	261	5.9	110	1.39E-02	1.06	15.79
PARIS III	ethyl 2-methylbenzoate	87-24-1	NAV	NAV	227	17.95	91.7	5.00E-02	1.02	2.39
PARIS III	ethyl 2-azanylbenzoate	87-25-2	NAV	NAV	268	13	126.5	1.21E-03	1.13	8.4
PARIS III	(1R,4E,9S)-4,11,11-trimethyl-8-methylidene-bicyclo[7.2.0]undec-4-ene	87-44-5	NAV	NAV	263.15	22.89	104.9	5.50E-04	0.89	2.6
PARIS III	2,3-dimethylaniline	87-59-2	NAV	NAV	221.5	10.33	96	7.50E-02	0.98	3.16
PARIS III	3-chloranyl-2-methyl-aniline	87-60-5	NAV	NAV	245	1	112.8	7.58E-03	1.17	2.43
PARIS III	2,6-dimethylaniline	87-62-7	NAV	NAV	215	11.2	91	1.30E-01	0.98	3.23
PARIS III	2-chloranyl-6-methyl-aniline	87-63-8	NAV	NAV	215	2	98.9	6.87E-03	1.18	2.21
PARIS III	1,1,2,3,4,4-hexakis(chloranyl)buta-1,3-diene	87-68-3	NAV	NAV	215	-21	92.2	2.20E-01	1.66	2.23
PARIS III	diethyl 2,3-bis(oxidanyl)butanedioate	87-91-2	NAV	NAV	280	17	93	8.85E-05	1.2	90.45
PARIS III	dibutyl (2R,3R)-2,3-bis(oxidanyl)butanedioate	87-92-3	NAV	NAV	320	22	167	4.56E-06	1.09	15.72
PARIS III	2,4,6-trimethylaniline	88-05-1	NAV	NAV	232.5	-5	96	2.65E-03	0.96	3.75
PARIS III	2-ethylbutanoic acid	88-09-5	NAV	NAV	194	-31.8	87	1.90E-01	0.92	3.69
PARIS III	N,N-diethylcarbamoyl chloride	88-10-8	NAV	NAV	186	-32	75	3.77E+00	1.07	0.84
PARIS III	1-ethenylpyrrolidin-2-one	88-12-0	NAV	NAV	211.18	13.5	93.9	1.59E-02	1.04	5.34
PARIS III	1-chloranyl-2-(trifluoromethyl)benzene	88-16-4	NAV	NAV	152.2	-6	44	5.08E+00	1.38	0.79
PARIS III	2-tert-butylphenol	88-18-6	NAV	NAV	223	-6.8	110	9.00E-02	0.98	4.08
PARIS III	2-propan-2-ylphenol	88-69-7	NAV	NAV	213.5	15.5	107	9.90E-02	1.01	7.81
PARIS III	1-methyl-2-nitro-benzene	88-72-2	NAV	NAV	222	-10	106.11	1.90E-01	1.16	2.16
PARIS III	benzene-1,2-dicarbonyl chloride	88-95-9	NAV	NAV	281.1	15.5	135.4	1.62E-02	1.41	4.97
PARIS III	O1-butyl O2-decyl benzene-1,2-dicarboxylate	89-19-0	NAV	NAV	380.26	-15.69	210.89	2.73E-06	1	23.25
PARIS III	1,4-dimethyl-2-nitro-benzene	89-58-7	NAV	NAV	240.5	-25	100	2.10E-01	1.13	2.51
PARIS III	1-chloranyl-4-methyl-2-nitro-benzene	89-60-1	NAV	NAV	261	7	113.9	4.60E-02	1.32	2.48
PARIS III	methyl 2-methylbenzoate	89-71-4	NAV	NAV	215	16.73	82.2	1.20E-01	1.04	2.14
PARIS III	2-butan-2-ylphenol	89-72-5	NAV	NAV	228	16	112	9.53E-03	0.98	8.22
PARIS III	1-(2,4-dimethylphenyl)ethanone	89-74-7	NAV	NAV	228	1.36	94	7.95E-02	0.97	2.51
PARIS III	2,4-bis(chloranyl)benzoyl chloride	89-75-8	NAV	NAV	255.15	16.5	103.4	1.90E-01	1.49	3.71
PARIS III	dl-Menthone	89-80-5	NAV	NAV	204	-6	69	3.10E-01	0.9	3.61
PARIS III	3-methyl-6-propan-2-yl-cyclohex-2-en-1-one	89-81-6	NAV	NAV	233	22.43	90.9	1.70E-01	0.93	2.62
PARIS III	2,4-dimethyl-1-nitro-benzene	89-87-2	NAV	NAV	247	9	121	5.73E-02	1.12	2.55
PARIS III	1-(bromomethyl)-2-methyl-benzene	89-92-9	NAV	NAV	217	21	82	3.90E-01	1.38	1.94
PARIS III	(2-methylphenyl)methanamine	89-93-0	NAV	NAV	206	-30	83.9	3.95E-03	0.96	2.39
PARIS III	6-methylcyclohex-3-ene-1-carbaldehyde	89-94-1	NAV	NAV	183.08	23.09	53.2	1.09E+00	0.98	1.77
PARIS III	Benzene, 1-chloro-2-ethyl-	89-96-3	NAV	NAV	178.4	-82.7	60	3.60E-01	1.05	1.14
PARIS III	2-chloranylbenzaldehyde	89-98-5	NAV	NAV	211.9	12.4	87.8	2.40E-01	1.24	1.8
PARIS III	2-ethylphenol	90-00-6	NAV	NAV	204.5	18	78.3	1.50E-01	1.01	5.31
PARIS III	2-oxidanylbenzaldehyde	90-02-8	NAV	NAV	197	-7	76.7	5.90E-01	1.23	2.58
PARIS III	2-methoxyaniline	90-04-0	NAV	NAV	224	6.2	107	8.03E-02	1.09	4.65
PARIS III	1-bromanylnaphthalene	90-11-9	NAV	NAV	281	-1.8	113.19	9.75E-03	1.49	4.52
PARIS III	1-methylnaphthalene	90-12-0	NAV	NAV	244.7	-30.4	82.2	6.70E-02	1.02	3.13
PARIS III	1-chloranylnaphthalene	90-13-1	NAV	NAV	259	-2.5	121.1	2.90E-02	1.2	2.94
PARIS III	1-iodanylnaphthalene	90-14-2	NAV	NAV	302	4.2	150.52	9.38E-03	1.74	5.52
PARIS III	2-cyclohexylcyclohexan-1-one	90-42-6	NAV	NAV	264	-32	111.03	5.35E-03	0.96	16.66
PARIS III	1,1-dimethoxypropan-2-ylbenzene	90-87-9	NAV	NAV	233.1	-2.17	85.91	5.39E-02	0.99	2.34
PARIS III	[chloranyl(phenyl)methyl]benzene	90-99-3	NAV	NAV	288.73	16	122.2	1.91E-03	1.12	6.27
PARIS III	1,2-dimethoxybenzene	91-16-7	NAV	NAV	206	22.5	87.2	4.70E-01	1	3.28
PARIS III	1,2,3,4,4a,5,6,7,8,8a-decahydronaphthalene	91-17-8	NAV	NAV	155.5	-43	57	2.30E+00	0.9	2.42
PARIS III	quinoline	91-22-5	NAV	NAV	237.1	-14.78	101	6.00E-02	1.09	3.37
PARIS III	1-methoxy-2-nitro-benzene	91-23-6	NAV	NAV	277	10.5	142	3.60E-03	1.25	3.06
PARIS III	N-butyl-N-phenyl-ethanamide	91-49-6	NAV	NAV	281	24.5	141	2.67E-04	1	19.17
PARIS III	6-methylquinoline	91-62-3	NAV	NAV	258.6	-22	109	6.41E-03	1.07	3.85
PARIS III	2-methylquinoline	91-63-4	NAV	NAV	246.5	-1.5	79.4	9.45E-03	1.08	4.04
PARIS III	N,N-diethylcyclohexanamine	91-65-6	NAV	NAV	193	-30.55	58.74	4.50E-01	0.84	3.39
PARIS III	N,N-diethylaniline	91-66-7	NAV	NAV	216.3	-38.8	97.8	1.40E-01	0.94	2.04
PARIS III	N,N-diethyl-3-methyl-aniline	91-67-8	NAV	NAV	231.5	-22.81	101	1.60E-01	0.92	1.85
PARIS III	cyclohexylcyclohexane	92-51-3	NAV	NAV	238	4	92.2	1.10E-01	0.89	3.4
PARIS III	1,2-dimethoxy-4-prop-2-enyl-benzene	93-15-2	NAV	NAV	254.7	-4	117	1.20E-02	1.04	2.6
PARIS III	1,2-dimethoxy-4-[(Z)-prop-1-enyl]benzene	93-16-3	NAV	NAV	270.5	18	107.84	1.51E-02	1.05	2.1
PARIS III	Naphthalene, 2-pentyl-	93-22-1	NAV	NAV	307.88	0.61	139.71	4.16E-04	0.97	9.14
PARIS III	2-methoxy-4-methyl-phenol	93-51-6	NAV	NAV	221	5.5	99.4	3.02E-02	1.09	4.76
PARIS III	1-phenylpropan-1-ol	93-54-9	NAV	NAV	219	19.42	90	5.78E-02	0.99	7.58
PARIS III	1-phenylpropan-1-one	93-55-0	NAV	NAV	217.5	18.6	87.39	1.70E-01	0.98	2.02
PARIS III	methyl benzoate	93-58-3	NAV	NAV	199	-15	80.2	3.80E-01	1.07	1.85
PARIS III	N-methyl-N-phenyl-methanamide	93-61-8	NAV	NAV	243	14.5	126	1.10E-01	1.1	2.13
PARIS III	2-chloranyl-N,N-bis(prop-2-enyl)ethanamide	93-71-0	NAV	NAV	233.45	-3.21	99.8	1.49E-02	1.04	4.45
PARIS III	N-methyl-2-phenyl-propan-1-amine	93-88-9	NAV	NAV	207.5	24.89	93.59	7.04E-02	0.92	3.43
PARIS III	ethyl benzoate	93-89-0	NAV	NAV	212	-34	88.9	2.70E-01	1.04	1.94
PARIS III	ethenyl 2-ethylhexanoate	94-04-2	NAV	NAV	195.25	-1.66	65	2.90E-01	0.89	1.46
PARIS III	propan-2-yl 2-[2,4-bis(chloranyl)phenoxy]ethanoate	94-11-1	NAV	NAV	283.37	5	129.74	2.32E-04	1.29	7.83
PARIS III	2-[2-[2-(2-ethylhexanoyloxy)ethoxy]ethoxy]ethyl 2-ethylhexanoate	94-28-0	NAV	NAV	337.31	-38.3	161.2	1.64E-05	0.97	5.66
PARIS III	ethyl 4-methoxybenzoate	94-30-4	NAV	NAV	269.5	7.5	106.1	1.81E-02	1.1	2.95
PARIS III	3-methylbutyl benzoate	94-46-2	NAV	NAV	261	-14.63	109.4	1.40E-01	0.99	4.64
PARIS III	5-prop-2-enyl-1,3-benzodioxole	94-59-7	NAV	NAV	234.5	11.2	97	7.80E-03	1.09	4.5
PARIS III	dimethyl cyclohexane-1,4-dicarboxylate	94-60-0	NAV	NAV	254.19	4.09	94	8.78E-03	1.11	4.22
PARIS III	2-propylcyclohexan-1-one	94-65-5	NAV	NAV	197	14.11	68.43	5.80E-01	0.9	4.01
PARIS III	N-ethyl-2-methyl-aniline	94-68-8	NAV	NAV	216	-21.59	88.9	1.50E-01	0.95	2.56
PARIS III	2-ethoxyaniline	94-70-2	NAV	NAV	232.5	5.08	99.2	1.44E-03	1.05	5.62
PARIS III	butyl 2-[2,4-bis(chloranyl)phenoxy]ethanoate	94-80-4	NAV	NAV	291.42	24.31	132	6.17E-05	1.24	9.65
PARIS III	2-ethylhexane-1,3-diol	94-96-2	NAV	NAV	244	-40	129.4	3.00E-03	0.94	33.3
PARIS III	2,4-bis(chloranyl)-1-(chloromethyl)benzene	94-99-5	NAV	NAV	248	-2.6	190	3.27E-02	1.39	1.52
PARIS III	2-[2-[2-(2-ethylbutanoyloxy)ethoxy]ethoxy]ethyl 2-ethylbutanoate	95-08-9	NAV	NAV	340.68	-10	146.15	3.44E-05	1	3.42
PARIS III	bicyclo[2.2.1]hept-2-ene-5-carbonitrile	95-11-4	NAV	NAV	239.89	13	94.37	4.41E-01	0.97	5.63
PARIS III	1H-indene	95-13-6	NAV	NAV	182	-1.8	58	1.10E+00	1	1.67
PARIS III	1,3-benzothiazole	95-16-9	NAV	NAV	231	2	96.6	8.40E-02	1.24	4.32
PARIS III	2-methyl-1,3-benzoxazole	95-21-6	NAV	NAV	200.5	9.5	75	1.60E-01	1.12	4.43
PARIS III	5-bicyclo[2.2.1]hept-2-enylmethyl prop-2-enoate	95-39-6	NAV	NAV	285.54	-24.73	122.4	4.76E-02	1.06	3.366347
PARIS III	1-bromanyl-2-methyl-benzene	95-46-5	NAV	NAV	181.7	-27.8	78	1.04E+00	1.42	1.42
PARIS III	1,2-dimethylbenzene	95-47-6	NAV	NAV	144.5	-25.2	28.88	6.61E+00	0.87	0.76
PARIS III	1-chloranyl-2-methyl-benzene	95-49-8	NAV	NAV	159	-35.6	47.2	3.43E+00	1.08	0.96
PARIS III	1,2-bis(chloranyl)benzene	95-50-1	NAV	NAV	180	-16.7	67	1.36E+00	1.31	1.28
PARIS III	2-chloranylaniline	95-51-2	NAV	NAV	208.8	-14	98	2.00E-01	1.21	3.16
PARIS III	1-fluoranyl-2-methyl-benzene	95-52-3	NAV	NAV	115	-62	11.4	2.44E+01	1	0.64
PARIS III	2-methylaniline	95-53-4	NAV	NAV	200.3	-16.3	85	2.60E-01	1.01	3.69
PARIS III	2-bromanylphenol	95-56-7	NAV	NAV	194.5	5.6	42	1.49E-02	1.49	5.47
PARIS III	2-chloranylphenol	95-57-8	NAV	NAV	174.9	9.8	63.9	2.53E+00	1.29	3.35
PARIS III	1,2,4-trimethylbenzene	95-63-6	NAV	NAV	169.3	-43.8	48	2.10E+00	0.88	1.01
PARIS III	Benzene, 1-chloro-2,4-dimethyl-	95-66-9	NAV	NAV	184	-32.5	62.1	6.50E-01	1.05	1.15
PARIS III	2,4-dimethylaniline	95-68-1	NAV	NAV	214	-14.3	90.6	1.30E-01	0.98	3.1
PARIS III	2-chloranyl-1,4-dimethyl-benzene	95-72-7	NAV	NAV	187	1.6	57.2	7.80E-01	1.05	1.2
PARIS III	2,4-bis(chloranyl)-1-methyl-benzene	95-73-8	NAV	NAV	201	-13.5	79.4	4.60E-01	1.24	1.2
PARIS III	1,2-bis(chloranyl)-4-methyl-benzene	95-75-0	NAV	NAV	208.9	-15.2	86	3.10E-01	1.25	1.11
PARIS III	2,5-dimethylaniline	95-78-3	NAV	NAV	214	15.5	93.9	8.03E-02	0.98	3.16
PARIS III	diethyl ethanedioate	95-92-1	NAV	NAV	185.7	-40.6	76	4.10E-01	1.08	1.82
PARIS III	heptane-2,3-dione	96-04-8	NAV	NAV	158.84	-11.45	58.21	8.63E-01	0.92	0.98
PARIS III	prop-2-enyl 2-methylprop-2-enoate	96-05-9	NAV	NAV	140.63	-36.38	37	5.77E+00	0.93	1.289611
PARIS III	6-methyl-3-(2-methyloxiran-2-yl)-7-oxabicyclo[4.1.0]heptane	96-08-2	NAV	NAV	215.4	-8.52	100.4	5.85E-01	1.13	4.1722
PARIS III	2-phenyloxirane	96-09-3	NAV	NAV	194.1	-35.6	79.4	3.11E-01	1.11	1.69
PARIS III	1,2,3-tris(bromanyl)propane	96-11-7	NAV	NAV	222.1	16.9	93	4.70E-01	2.4	4.22
PARIS III	1,2-bis(bromanyl)-3-chloranyl-propane	96-12-8	NAV	NAV	196	6	77	1.09E+00	2.05	2.98
PARIS III	3-methylpentane	96-14-0	NAV	NAV	63.2	-162.9	-6	1.90E+01	0.66	0.31
PARIS III	2-methylbutan-1-amine	96-15-1	NAV	NAV	92.39	-105.09	3.3	3.57E+01	0.74	0.68
PARIS III	2-methylbutanal	96-17-3	NAV	NAV	94.2	-47.1	4	6.58E+01	0.8	0.47
PARIS III	1,2,3-tris(chloranyl)propane	96-18-4	NAV	NAV	157	-14.7	74	3.69E+00	1.39	1.1
PARIS III	(Z)-1,2,3-tris(chloranyl)prop-1-ene	96-19-5	NAV	NAV	142	-11.81	65.5	4.40E+00	1.38	0.87
PARIS III	1-Butanol, 2-amino-	96-20-8	NAV	NAV	178	-2	82.2	4.60E-01	0.94	7.48
PARIS III	pentan-3-one	96-22-0	NAV	NAV	101.9	-39	12.8	3.77E+01	0.8	0.45
PARIS III	1,3-bis(chloranyl)propan-2-ol	96-23-1	NAV	NAV	176	-4	85.6	8.03E-01	1.31	11.84
PARIS III	3-chloranylpropane-1,2-diol	96-24-2	NAV	NAV	226.95	1.48	113.3	6.74E-03	1.32	90.4
PARIS III	methyl 2-bromanylethanoate	96-32-2	NAV	NAV	132	-42.75	62.8	7.12E+00	1.62	1.12
PARIS III	methyl prop-2-enoate	96-33-3	NAV	NAV	80.2	-76.5	6.67	8.70E+00	0.92	0.690478
PARIS III	methyl 2-chloranylethanoate	96-34-4	NAV	NAV	129.5	-32.1	51.7	7.65E+00	1.17	1.04
PARIS III	methyl 2-oxidanylethanoate	96-35-5	NAV	NAV	152.62	-32.68	67.2	8.18E-01	1.14	5.81
PARIS III	methylcyclopentane	96-37-7	NAV	NAV	71.8	-142.5	-29.01	1.38E+01	0.75	0.48
PARIS III	3-chloranylcyclopentene	96-40-2	NAV	NAV	116.95	-47.23	8.7	1.90E+01	1.05	1.17
PARIS III	cyclopentanol	96-41-3	NAV	NAV	140.4	-19	51	2.49E+00	0.95	6.69
PARIS III	2-methyloxolane	96-47-9	NAV	NAV	78	-66.74	-11	9.75E+00	0.86	0.61
PARIS III	oxolan-2-one	96-48-0	NAV	NAV	204	-43.3	80.9	4.50E-01	1.13	1.7
PARIS III	1-methylpyrrole	96-54-8	NAV	NAV	115	-7.84	16	2.14E+01	0.91	0.71
PARIS III	2-[di(propan-2-yl)amino]ethanol	96-80-0	NAV	NAV	190	-39	70	1.80E-01	0.83	4.52
PARIS III	2-methoxy-4-prop-2-enyl-phenol	97-53-0	NAV	NAV	253.2	-9.1	119.8	2.26E-02	1.05	8.34
PARIS III	2-methoxy-4-[(E)-prop-1-enyl]phenol	97-54-1	NAV	NAV	266	-10	112	1.20E-02	1.08	7.89
PARIS III	ethyl 2-methylpropanoate	97-62-1	NAV	NAV	110.1	-88.2	13	2.54E+01	0.86	0.64
PARIS III	ethyl 2-methylprop-2-enoate	97-63-2	NAV	NAV	117	-66.38	15.6	2.06E+01	0.91	1.100621
PARIS III	N1,N1,N3,N3-tetramethylbutane-1,3-diamine	97-84-7	NAV	NAV	165	-49.05	40.6	5.62E+00	0.82	0.46
PARIS III	2-methylpropyl 2-methylpropanoate	97-85-8	NAV	NAV	148.6	-80.7	34.7	4.33E+00	0.87	0.86
PARIS III	2-methylpropyl 2-methylprop-2-enoate	97-86-9	NAV	NAV	155	-43.27	46	3.63E+00	0.89	1.670902
PARIS III	butyl 2-methylpropanoate	97-87-0	NAV	NAV	155	-79.6	46.7	3.44E+00	0.88	0.92
PARIS III	butyl 2-methylprop-2-enoate	97-88-1	NAV	NAV	160	-75	50.6	2.12E+00	0.89	1.665544
PARIS III	2-ethylbutan-1-ol	97-95-0	NAV	NAV	147	-67.25	50.6	1.53E+00	0.82	5.89
PARIS III	2-ethylbutanal	97-96-1	NAV	NAV	126.48	-81.4	21.1	1.38E+01	0.8	0.58
PARIS III	2-chloranyl-1,1-dimethoxy-ethane	97-97-2	NAV	NAV	127.5	-25.3	28.89	1.50E+01	1.09	0.99
PARIS III	oxolan-2-ylmethanol	97-99-4	NAV	NAV	178	-13.58	74	8.03E-01	1.05	11.08
PARIS III	furan-2-ylmethanol	98-00-0	NAV	NAV	171	-14.6	65	6.10E-01	1.14	4.62
PARIS III	furan-2-carbaldehyde	98-01-1	NAV	NAV	161.7	-38.1	58.3	2.21E+00	1.14	1.51
PARIS III	tert-butylbenzene	98-06-6	NAV	NAV	169.1	-57.8	34.4	2.20E+00	0.87	27.61
PARIS III	trichloromethylbenzene	98-07-7	NAV	NAV	221	-5	97	4.10E-01	1.37	5.81
PARIS III	trifluoromethylbenzene	98-08-8	NAV	NAV	102.1	-29.1	12	3.89E+01	1.2	0.54
PARIS III	1-chloranyl-3-(trifluoromethyl)benzene	98-15-7	NAV	NAV	137.5	-56	36	6.65E+00	1.33	0.71
PARIS III	3-(trifluoromethyl)aniline	98-16-8	NAV	NAV	187	5.5	85	4.67E-03	1.29	2.33
PARIS III	1-tert-butyl-3,5-dimethyl-benzene	98-19-1	NAV	NAV	207	-18	71.8	2.30E-01	0.86	1.09
PARIS III	1-tert-butyl-4-methyl-benzene	98-51-1	NAV	NAV	190	-52	54.4	7.20E-01	0.86	1.33
PARIS III	1-chloranyl-4-(trifluoromethyl)benzene	98-56-6	NAV	NAV	138.5	-33	47	7.65E+00	1.35	0.81
PARIS III	propan-2-ylbenzene	98-82-8	NAV	NAV	152.4	-96	31	4.50E+00	0.86	0.74
PARIS III	prop-1-en-2-ylbenzene	98-83-9	NAV	NAV	165.4	-23.2	45.56	1.90E+00	0.87	1.18
PARIS III	1-phenylethanol	98-85-1	NAV	NAV	205	20	91.2	1.10E-01	1.01	6.29
PARIS III	1-phenylethanone	98-86-2	NAV	NAV	202	20	80.9	4.00E-01	0.99	1.66
PARIS III	bis(chloranyl)methylbenzene	98-87-3	NAV	NAV	205	-17	88	4.70E-01	1.25	1.45
PARIS III	benzoyl chloride	98-88-4	NAV	NAV	197.2	-1	70.7	7.00E-01	1.21	2.11
PARIS III	N,N-dimethylcyclohexanamine	98-94-2	NAV	NAV	160	-32.33	42.2	4.16E+00	0.85	2.16
PARIS III	nitrobenzene	98-95-3	NAV	NAV	210.8	5.7	88	2.40E-01	1.2	1.86
PARIS III	1-(3-chlorophenyl)ethanone	99-02-5	NAV	NAV	244	12.28	87.4	1.20E-01	1.19	2.07
PARIS III	1-methyl-3-nitro-benzene	99-08-1	NAV	NAV	232	15.5	101	2.10E-01	1.16	2.08
PARIS III	methyl 3-methylbenzoate	99-36-5	NAV	NAV	221	13.09	95.6	9.30E-02	1.04	1.9
PARIS III	1,3-di(propan-2-yl)benzene	99-62-7	NAV	NAV	203.2	-63.1	76.7	3.90E-01	0.86	3.16
PARIS III	2-propylpentanoic acid	99-66-1	NAV	NAV	222	13.57	111	1.95E-02	0.92	5.49
PARIS III	prop-2-enyl pent-4-enoate	99-67-2	NAV	NAV	223.1	18.18	56.4	1.42E-03	0.91	4.27
PARIS III	1-methyl-4-propan-2-yl-cyclohexane	99-82-1	NAV	NAV	170.7	-87.6	44.7	2.69E+00	0.78	1.63
PARIS III	2-methyl-5-propan-2-yl-cyclohexa-1,3-diene	99-83-2	NAV	NAV	172	-53.3	47.2	1.40E+00	0.85	1.02
PARIS III	4-methylidene-1-propan-2-yl-cyclohexene	99-84-3	NAV	NAV	173.5	-77.61	46.5	1.67E+00	0.83	1.2
PARIS III	1-methyl-4-propan-2-yl-cyclohexa-1,4-diene	99-85-4	NAV	NAV	183	-10	51.7	1.09E+00	0.84	1.11
PARIS III	1-methyl-4-propan-2-yl-cyclohexa-1,3-diene	99-86-5	NAV	NAV	175	-10	46.1	1.09E+00	0.84	1.11
PARIS III	1-methyl-4-propan-2-yl-benzene	99-87-6	NAV	NAV	177.1	-68.9	47.2	1.46E+00	0.86	2.32
PARIS III	1-(4-chlorophenyl)ethanone	99-91-2	NAV	NAV	232	20	88.6	7.95E-02	1.19	2.1
PARIS III	N,N,4-trimethylaniline	99-97-8	NAV	NAV	211	-19.91	84.2	1.80E-01	0.94	1.46
PARIS III	4-methoxybenzoyl chloride	100-07-2	NAV	NAV	262.5	24.5	87.8	7.49E-03	1.26	2.85
PARIS III	1-ethyl-4-nitro-benzene	100-12-9	NAV	NAV	245.5	-12.3	107.7	3.57E-02	1.13	2.84
PARIS III	1,4-di(propan-2-yl)benzene	100-18-5	NAV	NAV	210.3	-17	76	2.50E-01	0.86	3.03
PARIS III	2-chloranyl-N,N-diethyl-ethanamine	100-35-6	NAV	NAV	146.5	-76.66	22.8	1.22E+01	0.94	0.68
PARIS III	N',N'-diethylethane-1,2-diamine	100-36-7	NAV	NAV	144	1.45	30.6	2.41E+00	0.82	1.27
PARIS III	2-(diethylamino)ethanol	100-37-8	NAV	NAV	163	1.4	48.9	1.40E+00	0.88	3.6
PARIS III	bromomethylbenzene	100-39-0	NAV	NAV	201	-3	86.67	4.50E-01	1.44	1.69
PARIS III	4-ethenylcyclohexene	100-40-3	NAV	NAV	128	-108.9	16	1.57E+01	0.9	0.7
PARIS III	ethylbenzene	100-41-4	NAV	NAV	136.1	-94.9	25.94	9.60E+00	0.86	0.63
PARIS III	ethenylbenzene	100-42-5	NAV	NAV	145	-31	31.1	6.40E+00	0.9	0.7
PARIS III	4-ethenylpyridine	100-43-6	NAV	NAV	171.24	-14.29	51.67	1.70E+00	0.97	1.08
PARIS III	chloromethylbenzene	100-44-7	NAV	NAV	179	-45	73.89	1.23E+00	1.02	1.28
PARIS III	cyclohex-3-ene-1-carbonitrile	100-45-8	NAV	NAV	143.73	-13.44	65.8	3.99E+00	0.94	2.02
PARIS III	phenylmethanamine	100-46-9	NAV	NAV	185	10	60	6.50E-01	0.98	1.6
PARIS III	benzenecarbonitrile	100-47-0	NAV	NAV	191.1	-12.7	71.67	7.73E-01	1.03	1.25
PARIS III	cyclohexylmethanol	100-49-2	NAV	NAV	183	-43	71.1	5.10E-01	0.91	17.89
PARIS III	cyclohex-3-ene-1-carbaldehyde	100-50-5	NAV	NAV	172.67	2	57.2	2.32E+00	0.94	1.39
PARIS III	phenylmethanol	100-51-6	NAV	NAV	205.3	-15.2	97.5	9.38E-02	1.05	5.13
PARIS III	benzaldehyde	100-52-7	NAV	NAV	179	-26	62.8	1.27E+00	1.05	1.32
PARIS III	phenylmethanethiol	100-53-8	NAV	NAV	194.5	-30	70	4.10E-01	1.06	1.58
PARIS III	pyridin-3-ylmethanol	100-55-0	NAV	NAV	266	-6.5	97.5	8.70E-02	1.12	5.54
PARIS III	N-methylcyclohexanamine	100-60-7	NAV	NAV	147	8.61	29.4	6.28E+00	0.87	4.25
PARIS III	N-methylaniline	100-61-8	NAV	NAV	196.2	-57	78.89	4.50E-01	0.98	2.09
PARIS III	phenyldiazane	100-63-0	NAV	NAV	243.5	19.6	115.4	2.60E-02	1.12	6.48
PARIS III	methoxybenzene	100-66-3	NAV	NAV	153.7	-37.5	44.45	3.54E+00	0.95	0.89
PARIS III	methylsulfanylbenzene	100-68-5	NAV	NAV	193	-45.44	57.2	4.90E-01	1.03	0.970224
PARIS III	2-ethenylpyridine	100-69-6	NAV	NAV	159.5	-30.29	46.7	2.78E+00	0.97	1.02
PARIS III	2-ethylpyridine	100-71-0	NAV	NAV	148.6	-63.1	29.4	4.89E+00	0.94	1.07
PARIS III	oxan-2-ylmethanol	100-72-1	NAV	NAV	185	20.95	93.3	4.10E-01	1.03	13.26
PARIS III	4-ethylmorpholine	100-74-3	NAV	NAV	138.5	-64	27.8	4.40E+00	0.91	1.82
PARIS III	1-ethenyl-3-methyl-benzene	100-80-1	NAV	NAV	164	-86.3	47.4	1.70E+00	0.9	1
PARIS III	(3-methylphenyl)methanamine	100-81-2	NAV	NAV	203.5	6.75	80.6	5.47E-03	0.96	2.5
PARIS III	1-methoxy-3-methyl-benzene	100-84-5	NAV	NAV	175.5	-47	54	5.10E-01	0.97	1.08
PARIS III	2-methyl-1-phenyl-propan-2-ol	100-86-7	NAV	NAV	215	24	81.1	2.63E-02	0.98	11.24
