Input	ID_Name_1	ID_CAS_Nr_1	ID_EG_Nr	ID_EG_Annex_Nr	Boiling_Point_Minimum_°C	Melting_Point_Minimum_°C	Flash_Point_Minimum_°C	Vapour_Pressure_25°C_mmHg	Density_25°C_Minimum_kg/L	Viscosity_25°C_Minimum_mPa.s
DataType	string	string	string	string	numeric	numeric	numeric	numeric	numeric	numeric
Chemtec Solvent Database	Eastman 2-ethylhexyl acetate	103-09-3	NAV	NAV	199	-93	71	NAV	NAV	NAV
Chemtec Solvent Database	Eastman DB acetate	124-17-4	NAV	NAV	247	-32	105	NAV	NAV	3.2
Chemtec Solvent Database	Eastman DB solvent	112-34-5	NAV	NAV	230	-68	111	NAV	NAV	NAV
Chemtec Solvent Database	Eastman DE acetate	112-15-2	NAV	NAV	214	-25	107	NAV	NAV	NAV
Chemtec Solvent Database	Eastman DE solvent	111-90-0	NAV	NAV	198	-90	91	NAV	NAV	NAV
Chemtec Solvent Database	Eastman DIBK	108-83-8	NAV	NAV	163	-42	49	NAV	NAV	NAV
Chemtec Solvent Database	Eastman DM solvent	111-77-3	NAV	NAV	191	-85	88	NAV	NAV	NAV
Chemtec Solvent Database	Eastman DP solvent	6881-94-3	NAV	NAV	210	-90	93	NAV	NAV	NAV
Chemtec Solvent Database	Eastman EB acetate	112-07-2	NAV	NAV	186	-64	71	NAV	NAV	NAV
Chemtec Solvent Database	Eastman EB solvent	111-76-2	NAV	NAV	169	-75	62	0.8775721691	NAV	NAV
Chemtec Solvent Database	Eastman EEP solvent	763-69-9	NAV	NAV	165	-50	58	NAV	NAV	1.2
Chemtec Solvent Database	Eastman EP solvent	2807-30-9	NAV	NAV	149.5	-90	49	NAV	NAV	NAV
Chemtec Solvent Database	Eastman ethyl acetate, food grade	141-78-6	NAV	NAV	76	-84	-4	NAV	0.894	NAV
Chemtec Solvent Database	Eastman ethylene glycol diacetate	111-55-7	NAV	NAV	187	-42	88	NAV	NAV	NAV
Chemtec Solvent Database	Eastman IBIB	97-85-8	NAV	NAV	144	-80	40	NAV	NAV	0.9
Chemtec Solvent Database	Eastman isobutanol	78-83-1	NAV	NAV	106	-108	29	NAV	NAV	NAV
Chemtec Solvent Database	Eastman isobutyl acetate	110-19-0	NAV	NAV	112	-99	20	NAV	NAV	NAV
Chemtec Solvent Database	Eastman isopropanol	67-63-0	NAV	NAV	80.8	-88	13	NAV	NAV	NAV
Chemtec Solvent Database	Eastman isopropyl acetate	108-21-4	NAV	NAV	85	-73	2	NAV	NAV	NAV
Chemtec Solvent Database	Eastman MAK	110-43-0	NAV	NAV	147	-33	39	NAV	NAV	0.8
Chemtec Solvent Database	Eastman methyl acetate	79-20-9	NAV	NAV	55.8	-98	-15	NAV	NAV	NAV
Chemtec Solvent Database	Eastman MIAK	110-12-3	NAV	NAV	141	-74	36	NAV	NAV	0.7
Chemtec Solvent Database	Eastman MIBK	108-10-1	NAV	NAV	114	-84	16	NAV	NAV	NAV
Chemtec Solvent Database	Eastman MIPK	NAV	NAV	NAV	94	-92	5	NAV	NAV	NAV
Chemtec Solvent Database	Eastman MPK, urethane grade	107-87-9	NAV	NAV	101	-78	8	NAV	NAV	0.68
Chemtec Solvent Database	Eastman n-butanol	71-36-3	NAV	NAV	116	-89	36	NAV	NAV	NAV
Chemtec Solvent Database	Eastman n-butyl acetate, urethane grade	123-86-4	NAV	NAV	124	-74	27	NAV	NAV	NAV
Chemtec Solvent Database	Eastman n-butyl propionate	590-01-2	NAV	NAV	145	-75	36	NAV	NAV	28
Chemtec Solvent Database	Eastman n-propanol	71-23-8	NAV	NAV	96	-127	23	NAV	NAV	NAV
Chemtec Solvent Database	Eastman n-propyl acetate	109-60-4	NAV	NAV	99	-92	13	NAV	NAV	NAV
Chemtec Solvent Database	Eastman n-propyl propionate	106-36-5	NAV	NAV	118.8	-76	22	NAV	NAV	31
Chemtec Solvent Database	Eastman PM acetate	108-65-6	NAV	NAV	140	-67	46	NAV	NAV	1.1
Chemtec Solvent Database	Eastman PM solvent	107-98-2	NAV	NAV	121	-95	33	NAV	NAV	NAV
Chemtec Solvent Database	Ecolink 2005	1717-00-6	NAV	NAV	32	NAV	NAV	NAV	NAV	NAV
Chemtec Solvent Database	Ecosoft PB	9004-77-7	NAV	NAV	311.1	-33	149	NAV	NAV	10.4
Chemtec Solvent Database	Ecosoft solvent IK	123-18-2	NAV	NAV	217.2	NAV	76.7	NAV	NAV	NAV
Chemtec Solvent Database	Enanthic acid	111-14-8	NAV	NAV	223	-7.5	110	NAV	NAV	3.84
Chemtec Solvent Database	Epichlorohydrin	106-89-8	NAV	NAV	116	-57	32	16.9963977368	1.18	1.1
Chemtec Solvent Database	Ethanol (anhydrous)	64-17-5	NAV	NAV	78.39	-114.15	13	NAV	NAV	NAV
Chemtec Solvent Database	Ethanolamine	141-43-5	NAV	NAV	170.8	10.3	85	NAV	1.013	19.37
Chemtec Solvent Database	Ethanolpiperidine, 2-	1484-84-0	NAV	NAV	234	38	118.3	NAV	NAV	NAV
Chemtec Solvent Database	Ethoxy-1-propanol, 3-	111-35-3	NAV	NAV	161.2	NAV	NAV	NAV	0.904	NAV
Chemtec Solvent Database	Ethoxybenzene	103-73-1	NAV	NAV	170	-30	62	1.7026400204	NAV	1.14
Chemtec Solvent Database	Ethoxyethanol, 2-	110-80-5	NAV	NAV	135.5	-100	44	5.3254379493	0.925	1.85
Chemtec Solvent Database	Ethoxyethyl acetate, 2-	111-15-9	NAV	NAV	156.1	-61.7	52	2.3251912173	0.966	1.025
Chemtec Solvent Database	Ethoxypropanol	1569-02-4	NAV	NAV	133	-90	40	NAV	NAV	NAV
Chemtec Solvent Database	Ethoxypropoxypropanol	30025-38-8	NAV	NAV	162	NAV	86.5	NAV	NAV	NAV
Chemtec Solvent Database	Ethyl acetate	141-78-6	NAV	NAV	77.06	-83.6	-4	NAV	0.895	0.426
Chemtec Solvent Database	Ethyl acetoacetate	141-97-9	NAV	NAV	180.8	-43	68	NAV	NAV	NAV
Chemtec Solvent Database	Ethyl acrylate	140-88-5	NAV	NAV	99	-71	NAV	NAV	NAV	NAV
Chemtec Solvent Database	Ethyl benzoate	93-89-0	NAV	NAV	213	-35	88	NAV	NAV	1.95
Chemtec Solvent Database	Ethyl butyl ketone	106-35-4	NAV	NAV	147	-37	41	NAV	NAV	0.74
Chemtec Solvent Database	Ethyl butyrate	105-54-4	NAV	NAV	119	-93	26	NAV	NAV	NAV
Chemtec Solvent Database	Ethyl chloroacetate	105-39-5	NAV	NAV	144	-26	54	NAV	NAV	1.11
Chemtec Solvent Database	Ethyl chloroformate	541-41-3	NAV	NAV	95	-80.6	16	NAV	NAV	0.56
Chemtec Solvent Database	Ethyl cyclohexane	1678-91-7	NAV	NAV	131.8	-111	18	NAV	0.788	NAV
Chemtec Solvent Database	Ethyl cyclopentane	1640-89-7	NAV	NAV	103	-138	15	NAV	0.763	0.535
Chemtec Solvent Database	Ethyl formate	109-94-4	NAV	NAV	54.3	-80	-20	NAV	NAV	NAV
Chemtec Solvent Database	Ethyl lactate	97-64-3	NAV	NAV	153	-25	46.1	3.750308415	NAV	NAV
Chemtec Solvent Database	Ethyl oleate	111-62-6	NAV	NAV	206.5	-32	175	NAV	NAV	NAV
Chemtec Solvent Database	Ethyl propionate	105-37-3	NAV	NAV	99.1	-73.85	12	37.2780656451	0.884	NAV
Chemtec Solvent Database	Ethyl proxitol	1569-02-4	NAV	NAV	129	-90	42	NAV	NAV	NAV
Chemtec Solvent Database	Ethyl salicylate	118-61-6	NAV	NAV	231	1.3	100	NAV	NAV	NAV
Chemtec Solvent Database	Ethyl trichloroacetate	515-84-4	NAV	NAV	168	NAV	85	NAV	NAV	0.434
Chemtec Solvent Database	Ethyl-2-pyrrolidone, N-	2687-91-4	NAV	NAV	212	-77	93	NAV	NAV	3.5
Chemtec Solvent Database	Ethyl-3-ethoxypropionate	763-69-9	NAV	NAV	165	-50	58	NAV	NAV	1.18
Chemtec Solvent Database	Ethyl-3-pentanol, 3-	597-49-9	NAV	NAV	140	-13	38	NAV	NAV	NAV
Chemtec Solvent Database	Ethylamine	75-04-7	NAV	NAV	16.6	-81	-17	0.9998322234	NAV	NAV
Chemtec Solvent Database	Ethylbenzene	100-41-4	NAV	NAV	136.19	-94.975	18	9.6007895424	0.863	0.6373
Chemtec Solvent Database	Ethyldiethanolamine, N-	139-87-7	NAV	NAV	246	-50	123	NAV	NAV	NAV
Chemtec Solvent Database	Ethylene carbonate	96-49-1	NAV	NAV	248	36	143	NAV	NAV	1.93
Chemtec Solvent Database	Ethylene glycol	107-21-1	NAV	NAV	197.54	-12.6	116	0.0750061683	1.11	NAV
Chemtec Solvent Database	Ethylene glycol diacetate	111-55-7	NAV	NAV	191	-42	88	NAV	NAV	NAV
Chemtec Solvent Database	Ethylene glycol dibutyl ether	112-48-1	NAV	NAV	203.3	-69.1	85	NAV	0.832	14.04
Chemtec Solvent Database	Ethylene glycol diethyl ether	629-14-1	NAV	NAV	121.2	-74	35	NAV	0.835	NAV
Chemtec Solvent Database	Ethylene glycol hexyl ether	112-25-4	NAV	NAV	208	-14	90	NAV	0.887	NAV
Chemtec Solvent Database	Ethylene glycol methyl ether acetate	110-49-6	NAV	NAV	145	-65	45	NAV	NAV	1.06
Chemtec Solvent Database	Ethylene glycol monobenzyl ether	622-08-2	NAV	NAV	265	-75	129	NAV	NAV	NAV
Chemtec Solvent Database	Ethylene glycol monobutyl ether acetate	112-07-2	NAV	NAV	194	-64	71	NAV	NAV	1.7
Chemtec Solvent Database	Ethylene glycol monophenyl ether	122-99-6	NAV	NAV	245.2	13	121	NAV	NAV	NAV
Chemtec Solvent Database	Ethylene glycol monopropyl ether	2807-30-9	NAV	NAV	149.5	-90	51	NAV	NAV	3.03
Chemtec Solvent Database	Ethylene oxide	75-21-8	NAV	NAV	10.4	-112.5	-18	1310.1027392288	NAV	NAV
Chemtec Solvent Database	Ethylene sulfite	3741-38-6	NAV	NAV	172	NAV	79	NAV	1.426	NAV
Chemtec Solvent Database	Ethylenediaminetetraacetic acid	60-00-4	NAV	NAV	240	NAV	325	NAV	0.721	NAV
Chemtec Solvent Database	Ethylhexaldehyde	123-05-7	NAV	NAV	159.6	-85	44	NAV	NAV	1.093
Chemtec Solvent Database	Ethylhexanoic acid, 2-	149-57-5	NAV	NAV	223	-118	118	NAV	NAV	7
Chemtec Solvent Database	Ethylhexanol, 2-	104-76-7	NAV	NAV	184	-70	73	NAV	NAV	7.7
Chemtec Solvent Database	Ethylhexyl acetate, 2-	103-09-3	NAV	NAV	199	-93	88	NAV	0.87	1.35
Chemtec Solvent Database	Ethylhexyl acrylate, 2-	103-11-7	NAV	NAV	213.5	-90	86	0.1800148039	NAV	1.56
Chemtec Solvent Database	Ethylphenol, 2-	90-00-6	NAV	NAV	210	-18	78	NAV	NAV	NAV
Chemtec Solvent Database	Ethylphenol, 3-	620-17-7	NAV	NAV	212	-4	94	NAV	NAV	NAV
Chemtec Solvent Database	Ethylphenol, 4-	123-07-9	NAV	NAV	218	41	100	NAV	NAV	NAV
Chemtec Solvent Database	Ethylpyridine, 4-	536-75-4	NAV	NAV	168.3	-90.5	54.4	NAV	NAV	NAV
Chemtec Solvent Database	Fluorobenzene	462-06-6	NAV	NAV	85	-42	-15	NAV	NAV	0.55
Chemtec Solvent Database	Fluoropyridine, 2-	372-48-5	NAV	NAV	125	NAV	24	NAV	NAV	NAV
Chemtec Solvent Database	Formaldehyde	50-00-0	NAV	NAV	-19	-92	85	NAV	NAV	NAV
Chemtec Solvent Database	Formamide	75-12-7	NAV	NAV	0.218	26	154	NAV	NAV	3.3
Chemtec Solvent Database	Formic acid	64-18-6	NAV	NAV	100.56	4	48	42.6035035944	1.214	1.966
Chemtec Solvent Database	Formylpiperidine, 1-	2591-86-8	NAV	NAV	220	-31	92	NAV	NAV	NAV
Chemtec Solvent Database	Furan	110-00-9	NAV	NAV	31.3	-85.6	-36	NAV	NAV	0.36
Chemtec Solvent Database	Furfural	98-01-1	NAV	NAV	162	-37	60	NAV	1.155	1.49
Chemtec Solvent Database	Furfuryl alcohol	98-00-0	NAV	NAV	171	-14.6	65	NAV	NAV	4.62
Chemtec Solvent Database	Furfurylamine, 2-	617-89-0	NAV	NAV	145	-70	36.85	NAV	NAV	NAV
Chemtec Solvent Database	Genesolv SF	460-73-1	NAV	NAV	15.3	-103	NAP	NAV	NAV	NAV
Chemtec Solvent Database	Glutaraldehyde	111-30-8	NAV	NAV	101.5	-50.33	95	NAV	NAV	NAV
Chemtec Solvent Database	Glycerol	56-81-5	NAV	NAV	171	18.2	177	NAV	NAV	945
Chemtec Solvent Database	Glycerol triacetate	102-76-1	NAV	NAV	258	-37	138	0.0024752036	NAV	3.54
Chemtec Solvent Database	Glyoxal	107-22-2	NAV	NAV	0.104	0.14	NAV	NAV	NAV	NAV
Chemtec Solvent Database	Heptane, n-	142-82-5	NAV	NAV	98.4	-90.6	-4	45.7012583452	NAV	0.397
Chemtec Solvent Database	Heptanol, 1-	111-70-6	NAV	NAV	176	-35	78	NAV	NAV	5.78
Chemtec Solvent Database	Heptanol, 2-	543-49-7	NAV	NAV	160	NAV	59	1.2000986928	NAV	4.56
Chemtec Solvent Database	Heptanol, 3-	589-82-2	NAV	NAV	155	-70	60	NAV	NAV	NAV
Chemtec Solvent Database	Heptanone, 4-	123-19-3	NAV	NAV	144	-33	49	NAV	NAV	NAV
Chemtec Solvent Database	Hexadecane, n-	544-76-3	NAV	NAV	287	18	135	0.0015001234	NAV	2.831
Chemtec Solvent Database	Hexadecyl acetate	629-70-9	NAV	NAV	NAV	NAV	146	0	NAV	NAV
Chemtec Solvent Database	Hexafluorobenzene	392-56-3	NAV	NAV	80	46	10	NAV	NAV	0.86
Chemtec Solvent Database	Hexafluoroisopropanol	920-66-1	NAV	NAV	58	-10	NAV	159.013076796	NAV	1.579
Chemtec Solvent Database	Hexamethyl thiophosphoramide	3732-82-9	NAV	NAV	NAV	29	NAV	NAV	NAV	5.55
Chemtec Solvent Database	Hexamethyldisilazane	999-97-3	NAV	NAV	125	-78	15	NAV	NAV	0.655
Chemtec Solvent Database	Hexamethylene diisocyanate	822-06-0	NAV	NAV	255	-67	130	NAV	1.05	NAV
Chemtec Solvent Database	Hexamethylphosphoramide	680-31-9	NAV	NAV	232	5	105	0.0675055515	1.03	3.11
Chemtec Solvent Database	Hexane, n-	110-54-3	NAV	NAV	68.7	-95.3	-22	151.2874414611	0.659	0.294
Chemtec Solvent Database	Hexanediol, 1,6-	629-11-8	NAV	NAV	250	NAV	136	NAV	NAV	NAV
Chemtec Solvent Database	Hexanediol, 2,5-	2935-44-6	NAV	NAV	NAV	-9	101.7	NAV	NAV	NAV
Chemtec Solvent Database	Hexanedione, 2,5-	110-13-4	NAV	NAV	192	-5.4	79	NAV	NAV	1.43
Chemtec Solvent Database	Hexanol, 1-	111-27-3	NAV	NAV	157	-52	62	NAV	NAV	0.592
Chemtec Solvent Database	Hexanol, sec-	97-95-0	NAV	NAV	NAV	-52	58	NAV	NAV	4.22
Chemtec Solvent Database	Hexene, 1-	592-41-6	NAV	NAV	63	-140	-26	NAV	NAV	0.283
Chemtec Solvent Database	Hexyl acetate, n-	142-92-7	NAV	NAV	171.5	-80	56	NAV	NAV	1.075
Chemtec Solvent Database	Hexyl cellosolve solvent	112-25-4	NAV	NAV	208	-50	91.5	NAV	NAV	4.5
Chemtec Solvent Database	Hexyl ether, n-	112-58-3	NAV	NAV	226	-43	77	NAV	0.79	2.4
Chemtec Solvent Database	Hexylene glycol	107-41-5	NAV	NAV	196	-40	93	NAV	NAV	NAV
Chemtec Solvent Database	Hydrazine	302-01-2	NAV	NAV	113.5	2	38	NAV	NAV	0.967
Chemtec Solvent Database	Hydrogen fluoride	7664-39-3	NAV	NAV	20	-83	NAV	915.07525326	0.957	0.256
Chemtec Solvent Database	Hydroquinone	123-31-9	NAV	NAV	285	173.5	165	3.2252652369E-005	NAV	NAV
Chemtec Solvent Database	Hydroxyethylpyrrolidone	3445-11-2	NAV	NAV	NAV	20	174	0.0002025167	NAV	NAV
Chemtec Solvent Database	Hydroxypropanoic acid, 2-	598-82-3	NAV	NAV	83.5	18	112	NAV	1.206	NAV
Chemtec Solvent Database	Isoamyl acetate	123-92-2	NAV	NAV	142	-79	25	NAV	NAV	0.79
Chemtec Solvent Database	Isoamyl alcohol	123-51-3	NAV	NAV	132	-117	45	NAV	NAV	3.738
Chemtec Solvent Database	Isobutanol	78-83-1	NAV	NAV	107.9	-108	31	NAV	NAV	NAV
Chemtec Solvent Database	Isobutanolamine	124-68-5	NAV	NAV	165	-48	77	NAV	0.95	147
Chemtec Solvent Database	Isobutene	115-11-7	NAV	NAV	-6.9	-140.3	-10	NAV	0.59	NAV
Chemtec Solvent Database	Isobutyl acetate	110-19-0	NAV	NAV	117	-99	20	NAV	NAV	NAV
Chemtec Solvent Database	Isobutyl cyclohexane	1678-98-4	NAV	NAV	169	-95	NAV	NAV	NAV	NAV
Chemtec Solvent Database	Isobutyl heptyl ketone	123-18-2	NAV	NAV	217	NAV	76.7	NAV	NAV	NAV
Chemtec Solvent Database	Isobutyl isobutyrate	97-85-8	NAV	NAV	147	-80	38	4.3203552941	NAV	0.841
Chemtec Solvent Database	Isobutyl methacrylate	97-86-9	NAV	NAV	155	-37	49	3.6302985457	NAV	NAV
Chemtec Solvent Database	Isobutylamine	78-81-9	NAV	NAV	68	-85	-10	NAV	NAV	NAV
Chemtec Solvent Database	Isobutylbenzene	538-93-2	NAV	NAV	170.8	-51.7	52	1.9299087104	NAV	NAV
Chemtec Solvent Database	Isobutyraldehyde	78-84-2	NAV	NAV	64	-65	-5	173.001727184	0.78	NAV
Chemtec Solvent Database	Isobutyric acid	79-31-2	NAV	NAV	156	-64	77	NAV	NAV	NAV
Chemtec Solvent Database	Isocetyl alcohol	36311-34-9	NAV	NAV	NAV	NAV	156	NAV	NAV	NAV
Chemtec Solvent Database	Isodecanoic acid	26403-17-8	NAV	NAV	250	-65	140	NAV	NAV	NAV
Chemtec Solvent Database	Isododecane	13475-86-6	NAV	NAV	176	NAV	46	NAV	NAV	NAV
Chemtec Solvent Database	Isophorone	78-59-1	NAV	NAV	215.2	-8.1	85	NAV	NAV	NAV
Chemtec Solvent Database	Isophorone diamine	2855-13-2	NAV	NAV	252.9	8	117	NAV	NAV	NAV
Chemtec Solvent Database	Isopropanol amine	78-96-6	NAV	NAV	159.5	2	71	NAV	0.96	23
Chemtec Solvent Database	Isopropyl alcohol	67-63-0	NAV	NAV	82.24	-89	12	NAV	NAV	2.1
Chemtec Solvent Database	Isopropyl alcohol anhydrous	67-63-0	NAV	NAV	82.3	NAV	12	NAV	NAV	NAV
Chemtec Solvent Database	Isopropyl alcohol anhydrous semiconductor grade	67-63-0	NAV	NAV	82.3	NAV	12	NAV	NAV	NAV
Chemtec Solvent Database	Isopropyl alcohol cosmetic	67-63-0	NAV	NAV	82.3	-88	12	NAV	NAV	NAV
Chemtec Solvent Database	Isopropyl bromide	75-26-3	NAV	NAV	59	-89	-10	NAV	NAV	0.484
Chemtec Solvent Database	Isopropyl formate	625-55-8	NAV	NAV	68.2	-80	-14	126.9854429319	NAV	NAV
Chemtec Solvent Database	Isopropyl lactate	617-51-6 	NAV	NAV	157	NAV	57	NAV	NAV	2.9
Chemtec Solvent Database	Isopropyl myristate 	110-27-0	NAV	NAV	192.6	-3	NAV	NAV	NAV	NAV
Chemtec Solvent Database	Isopropyl nitrate	1712-64-7	NAV	NAV	100	NAV	12	43.6535899506	NAV	NAV
Chemtec Solvent Database	Isopropyl oxitol	109-59-1	NAV	NAV	143	-60	45	NAV	NAV	NAV
Chemtec Solvent Database	Isopropyl palmitate	142-91-6	NAV	NAV	196	13.5	166	NAV	NAV	NAV
Chemtec Solvent Database	Isopropylamine	75-31-0	NAV	NAV	32	-101	-35	NAV	NAV	NAV
Chemtec Solvent Database	Isopropylbenzene	98-82-8	NAV	NAV	152	-96	31	NAV	NAV	NAV
Chemtec Solvent Database	Isopropylidene glycerol	100-79-8	NAV	NAV	NAV	-26.4	90	107.258820669	NAV	NAV
Chemtec Solvent Database	Isopropylphenol, 2-	88-69-7	NAV	NAV	212	14	88	0.0495040711	NAV	NAV
Chemtec Solvent Database	Jeffsol 1,2-butylene carbonate	4437-85-8	NAV	NAV	251	-45	135	NAV	NAV	3.15
Chemtec Solvent Database	Jeffsol ethylene carbonate	96-49-1	NAV	NAV	248.2	36.4	152	NAV	NAV	NAV
Chemtec Solvent Database	Jeffsol glycerine carbonate	931-40-8	NAV	NAV	110	-69	190	NAV	1.4	NAV
Chemtec Solvent Database	Jeffsol propylene carbonate	108-32-7	NAV	NAV	242	-49.2	135	NAV	NAV	NAV
Chemtec Solvent Database	Lactic acid	50-21-5	NAV	NAV	122	17	112	NAV	NAV	NAV
Chemtec Solvent Database	Lactic acid, amyl ester	6382-06-5	NAV	NAV	204.6	NAV	79	0.0600049346	NAV	NAV
Chemtec Solvent Database	Lactic acid, butyl ester	138-22-7	NAV	NAV	187.77	-43	71	NAV	NAV	NAV
Chemtec Solvent Database	Lactic acid, methyl ester	547-64-8	NAV	NAV	145	NAV	55	NAV	NAV	NAV
Chemtec Solvent Database	Lactonitrile	78-97-7	NAV	NAV	182	-40	77	8.1531704942	NAV	NAV
Chemtec Solvent Database	Lutidine, 2,4-	108-47-4	NAV	NAV	159	-60	50	3.1502590686	NAV	0.89
Chemtec Solvent Database	Lutidine, 2,6-	108-48-5	NAV	NAV	144	-6.1	33	NAV	NAV	0.87
Chemtec Solvent Database	Lutidine, 3,4-	583-58-4	NAV	NAV	163	-6	53	NAV	NAV	NAV
Chemtec Solvent Database	Lutidine, 3,5-	591-22-0	NAV	NAV	169	-9	54.5	NAV	NAV	NAV
Chemtec Solvent Database	Maleic acid	110-16-7	NAV	NAV	NAV	135	127	NAV	NAV	NAV
Chemtec Solvent Database	MEK-ure	78-93-3	NAV	NAV	78.581	NAV	-6	NAV	NAV	NAV
Chemtec Solvent Database	Mesitylene	108-67-8	NAV	NAV	165	-45	44	NAV	NAV	1.039
Chemtec Solvent Database	Methanesulfonic acid	75-75-2	NAV	NAV	167	20	110	NAV	NAV	10.52
Chemtec Solvent Database	Methanol	67-56-1	NAV	NAV	64.55	-97.68	12	127.0079447824	0.786	NAV
Chemtec Solvent Database	Methoxy-1-propanol, 3-	1589-49-7	NAV	NAV	149	NAV	38	NAV	NAV	NAV
Chemtec Solvent Database	Methoxy-4-methylpentanone-2, 4-	107-70-0	NAV	NAV	NAV	NAV	48	3.1577596854	0.899	NAV
Chemtec Solvent Database	Methoxybenzene	100-66-3	NAV	NAV	156	-37.5	44	NAV	NAV	NAV
Chemtec Solvent Database	Methoxybutanol	2517-43-3	NAV	NAV	157	20	67	NAV	NAV	NAV
Chemtec Solvent Database	Methoxybutyl acetate	4435-53-4	NAV	NAV	171	-80	68	0.4350357761	NAV	NAV
Chemtec Solvent Database	Methoxyethanol, 2-	109-86-4	NAV	NAV	124.6	-85.1	38	NAV	NAV	1.57
Chemtec Solvent Database	Methoxyphenol, 2-	90-05-1	NAV	NAV	205	28	82	0.1837651123	NAV	NAV
Chemtec Solvent Database	Methoxypropylamine, 3-	5332-73-0	NAV	NAV	117.5	-76	27	NAV	NAV	NAV
Chemtec Solvent Database	Methyl acetate	79-20-9	NAV	NAV	57	-98.1	-13	NAV	0.928	0.364
Chemtec Solvent Database	Methyl acetoacetate	105-45-3	NAV	NAV	164	-30	63.5	NAV	NAV	NAV
Chemtec Solvent Database	Methyl acrylate	96-33-3	NAV	NAV	80	-75	-3	NAV	NAV	NAV
Chemtec Solvent Database	Methyl amyl acetate	108-84-9	NAV	NAV	147.5	-63.8	45	NAV	0.88	NAV
Chemtec Solvent Database	Methyl amyl ketone	110-43-0	NAV	NAV	151.1	-35	39	3.8253145833	0.811	NAV
Chemtec Solvent Database	Methyl behenate	929-77-1	NAV	NAV	393	54	NAV	NAV	NAV	NAV
Chemtec Solvent Database	Methyl benzoate	93-58-3	NAV	NAV	198	-12	83	NAV	1.094	1.86
Chemtec Solvent Database	Methyl borate	121-43-7	NAV	NAV	68	-29	27	136.9612633158	NAV	NAV
Chemtec Solvent Database	Methyl carbitol	111-77-3	NAV	NAV	194	-84	91	0.1800148039	1.02	3.5
Chemtec Solvent Database	Methyl diglycol	111-77-3	NAV	NAV	190	-65	91	NAV	NAV	NAV
Chemtec Solvent Database	Methyl diproxitol	34590-94-8	NAV	NAV	190	-83	79	0.4125339257	0.951	3.71
Chemtec Solvent Database	Methyl ethyl ketone	78-93-3	NAV	NAV	79.6	-86	-9	95.3328399093	0.799	0.378
Chemtec Solvent Database	Methyl ethyl ketoxime	96-29-7	NAV	NAV	152	-29.5	60	NAV	NAV	NAV
Chemtec Solvent Database	Methyl formate	107-31-3	NAV	NAV	32	-100	-28	NAV	NAV	NAV
Chemtec Solvent Database	Methyl glycol	109-86-4	NAV	NAV	123	-85	37	NAV	NAV	NAV
Chemtec Solvent Database	Methyl heptane, 2-	592-27-8	NAV	NAV	116	-109	6	NAV	0.698	NAV
Chemtec Solvent Database	Methyl hexyl ketone	111-13-7	NAV	NAV	173	-16	62.77	1.3501110294	0.815	0.95
Chemtec Solvent Database	Methyl isoamyl ketone	110-12-3	NAV	NAV	145	-74	36	NAV	NAV	0.7
Chemtec Solvent Database	Methyl isobutenyl ketone	141-79-7	NAV	NAV	130	-53	26	8.2131754289	NAV	0.58
Chemtec Solvent Database	Methyl isobutyl ketone	108-10-1	NAV	NAV	116.1	-84	15	19.8766345995	NAV	NAV
Chemtec Solvent Database	Methyl isopropyl ketone	563-80-4	NAV	NAV	94	NAV	2	52.7143350812	NAV	0.454
Chemtec Solvent Database	Methyl laurate	111-82-0	NAV	NAV	204.4	4.8	115.6	NAV	0.87	NAV
Chemtec Solvent Database	Methyl myristate	124-10-7	NAV	NAV	204.4	10	118.9	NAV	0.87	NAV
Chemtec Solvent Database	Methyl n-butyl ketone	591-78-6	NAV	NAV	127.6	-57	23	11.5959536192	0.81	0.584
Chemtec Solvent Database	Methyl pentane, 2-	107-83-5	NAV	NAV	60	-153	-22	NAV	0.65	0.278
Chemtec Solvent Database	Methyl pivalate	598-98-1	NAV	NAV	100	NAV	6	NAV	NAV	NAV
Chemtec Solvent Database	Methyl propionate	554-12-1	NAV	NAV	80	-87	-2	NAV	NAV	0.43
Chemtec Solvent Database	Methyl propyl ketone	107-87-9	NAV	NAV	102	-78	7	35.4029114376	0.802	NAV
Chemtec Solvent Database	Methyl salicylate	119-36-8	NAV	NAV	202	-8	96	NAV	1.185	2.34
Chemtec Solvent Database	Methyl tert-butyl ether	1634-04-4	NAV	NAV	55.2	-109	-33	NAV	NAV	NAV
Chemtec Solvent Database	Methyl tert-butyl ketone	75-97-8	NAV	NAV	106	-52	12	32.0276338641	NAV	0.71
Chemtec Solvent Database	Methyl tetraglycol	9004-74-4	NAV	NAV	280	-39	161	NAV	NAV	NAV
Chemtec Solvent Database	Methyl tetrahydrofuran, 2-	96-47-9	NAV	NAV	80	-137	-11	154.512706698	NAV	0.473
Chemtec Solvent Database	Methyl triglycol	112-35-6	NAV	NAV	250	-44	135	NAV	NAV	NAV
Chemtec Solvent Database	Methyl triglycol	112-35-6	NAV	NAV	250	-44	135	NAV	NAV	NAV
Chemtec Solvent Database	Methyl-1-butanol, 2-	137-32-6	NAV	NAV	128	-70	43.3	NAV	NAV	NAV
Chemtec Solvent Database	Methyl-1-pentanol, 2-	105-30-6	NAV	NAV	147.8	NAV	54	NAV	NAV	NAV
Chemtec Solvent Database	Methyl-2-pentanol, 4-	108-11-2	NAV	NAV	131.7	-90	39	NAV	NAV	NAV
